"","202873","Shahico Services","15-07-2017","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","15-07-2017","5","","5","5","","",""
"","202874","Shahico Services","15-07-2017","","1","","","1","2","2","2","Debtors - SHCO","","","","NOS","1","","2","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","15-07-2017","2","","2","2","","",""
"","202890","Shahico Services","20-07-2017","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","20-07-2017","5","","5","5","","",""
"","202891","Shahico Services","20-07-2017","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","20-07-2017","5","","5","5","","",""
"","202894","Shahico Services","20-07-2017","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","20-07-2017","5","","5","5","","",""
"","202895","Shahico Services","20-07-2017","","1","","","1","4","4","4","Debtors - SHCO","","","","NOS","1","","4","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","20-07-2017","4","","4","4","","",""
"","202896","Shahico Services","20-07-2017","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","20-07-2017","5","","5","5","","",""
"","202956","Shahico Services","8/8/2017","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","8/8/2017","5","","5","5","","",""
"","202957","Shahico Services","8/8/2017","","1","","","1","4","4","4","Debtors - SHCO","","","","NOS","1","","4","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","8/8/2017","4","","4","4","","",""
"","202958","Shahico Services","8/8/2017","","1","","","1","10","10","10","Debtors - SHCO","","","","NOS","1","","10","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","8/8/2017","10","","10","10","","",""
"","202959","Shahico Services","8/8/2017","","1","","","1","2","2","2","Debtors - SHCO","","","","NOS","1","","2","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","8/8/2017","2","","2","2","","",""
"","202960","Shahico Services","8/8/2017","","1","","","1","2","2","2","Debtors - SHCO","","","","NOS","1","","2","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","8/8/2017","2","","2","2","","",""
"","202961","Shahico Services","8/8/2017","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","8/8/2017","5","","5","5","","",""
"","203015","Shahico Services","23-08-2017","","1","","","1","391","391","391","Debtors - SHCO","","","","NOS","1","","391","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","23-08-2017","391","","391","391","","",""
"","203017","Shahico Services","24-08-2017","","1","","","1","20","20","20","Debtors - SHCO","","","","NOS","1","","20","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","24-08-2017","20","","20","20","","",""
"","203058","Shahico Services","31-08-2017","","1","","","1","0","0","0","Debtors - SHCO","","","","NOS","1","","0","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","31-08-2017","0","","0","0","","",""
"","203191","Shahico Services","16-10-2017","","1","","","1","100","100","100","Debtors - SHCO","","","","NOS","1","","100","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","16-10-2017","100","","100","100","","",""
"","203245","Shahico Services","11/7/2017","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","11/7/2017","5","","5","5","","",""
"","201152","Shahico Services","15-12-2015","","1","","","1","185","185","185","Debtors - SHCO","","","","NOS","1","","185","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","15-12-2015","185","","185","185","","",""
"","201153","Shahico Services","15-12-2015","","1","","","1","7","7","7","Debtors - SHCO","","","","NOS","1","","7","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","15-12-2015","7","","7","7","","",""
"","201211","Shahico Services","12/2/2015","","1","","","1","350","350","350","Debtors - SHCO","","","","NOS","1","","350","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","12/2/2015","350","","350","350","","",""
"","201260","Shahico Services","17-01-2016","","1","","","1","500","500","500","Debtors - SHCO","","","","NOS","1","","500","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","17-01-2016","500","","500","500","","",""
"","201470","Shahico Services","29-03-2016","","1","","","1","420","420","420","Debtors - SHCO","","","","NOS","1","","420","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","29-03-2016","420","","420","420","","",""
"","202051","Shahico Services","16-10-2016","","1","","","1","4000","4000","4000","Debtors - SHCO","","","","NOS","1","","4000","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","16-10-2016","4000","","4000","4000","","",""
"","203043","Shahico Services","29-08-2017","","1","","","1","4110","4110","4110","Debtors - SHCO","","","","NOS","1","","4110","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","29-08-2017","4110","","4110","4110","","",""
"","204440","Shahico Services","31-01-2019","","1","","","1","4000","4000","4000","Debtors - SHCO","","","","NOS","1","","4000","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","31-01-2019","4000","","4000","4000","","",""
"","203489","Shahico Services","25-02-2018","","1","","","1","320","320","320","Debtors - SHCO","","","","NOS","1","","320","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","25-02-2018","320","","320","320","","",""
"","204166","Shahico Services","27-09-2018","","1","","","1","1300","1300","1300","Debtors - SHCO","","","","NOS","1","","1300","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","27-09-2018","1300","","1300","1300","","",""
"","204244","Shahico Services","31-10-2018","","1","","","1","480","480","480","Debtors - SHCO","","","","NOS","1","","480","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","31-10-2018","480","","480","480","","",""
"","201636","Shahico Services","23-06-2016","","1","","","1","870","870","870","Debtors - SHCO","","","","NOS","1","","870","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","23-06-2016","870","","870","870","","",""
"","203512","Shahico Services","3/3/2018","","1","","","1","139","139","139","Debtors - SHCO","","","","NOS","1","","139","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","3/3/2018","139","","139","139","","",""
"","203588","Shahico Services","19-03-2018","","1","","","1","11","11","11","Debtors - SHCO","","","","NOS","1","","11","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","19-03-2018","11","","11","11","","",""
"","204394","Shahico Services","20-01-2019","","1","","","1","110","110","110","Debtors - SHCO","","","","NOS","1","","110","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","20-01-2019","110","","110","110","","",""
"","204401","Shahico Services","23-01-2019","","1","","","1","140","140","140","Debtors - SHCO","","","","NOS","1","","140","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","23-01-2019","140","","140","140","","",""
"","204402","Shahico Services","23-01-2019","","1","","","1","20","20","20","Debtors - SHCO","","","","NOS","1","","20","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","23-01-2019","20","","20","20","","",""
"","204627","Shahico Services","4/2/2019","","1","","","1","100","100","100","Debtors - SHCO","","","","NOS","1","","100","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","4/2/2019","100","","100","100","","",""
"","204507","Shahico Services","24-02-2019","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","24-02-2019","5","","5","5","","",""
"","204508","Shahico Services","24-02-2019","","1","","","1","3","3","3","Debtors - SHCO","","","","NOS","1","","3","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","24-02-2019","3","","3","3","","",""
"","203598","Shahico Services","21-03-2018","","1","","","1","200","200","200","Debtors - SHCO","","","","NOS","1","","200","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","21-03-2018","200","","200","200","","",""
"","201836","Shahico Services","8/9/2016","","1","","","1","7","7","7","Debtors - SHCO","","","","NOS","1","","7","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","8/9/2016","7","","7","7","","",""
"","202621","Shahico Services","29-05-2017","","1","","","1","660","660","660","Debtors - SHCO","","","","NOS","1","","660","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","29-05-2017","660","","660","660","","",""
"","204880","Shahico Services","30-06-2019","","1","","","1","250","250","250","Debtors - SHCO","","","","NOS","1","","250","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","30-06-2019","250","","250","250","","",""
"","202444","Shahico Services","29-12-2016","","1","","","1","0","0","0","Debtors - SHCO","","","","NOS","1","","0","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","29-12-2016","0","","0","0","","",""
"","202598","Shahico Services","4/10/2017","","1","","","1","20","20","20","Debtors - SHCO","","","","NOS","1","","20","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","4/10/2017","20","","20","20","","",""
"","203800","Shahico Services","29-05-2018","","1","","","1","180","180","180","Debtors - SHCO","","","","NOS","1","","180","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","29-05-2018","180","","180","180","","",""
"","204466","Shahico Services","2/6/2019","","1","","","1","180","180","180","Debtors - SHCO","","","","NOS","1","","180","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","2/6/2019","180","","180","180","","",""
"","202681","Shahico Services","15-05-2017","","1","","","1","16200","16200","16200","Debtors - SHCO","","","","NOS","1","","16200","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","15-05-2017","16200","","16200","16200","","",""
"","202738","Shahico Services","6/4/2017","","1","","","1","100","100","100","Debtors - SHCO","","","","NOS","1","","100","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","6/4/2017","100","","100","100","","",""
"","203001","Shahico Services","20-08-2017","","1","","","1","15","15","15","Debtors - SHCO","","","","NOS","1","","15","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","20-08-2017","15","","15","15","","",""
"","203095","Shahico Services","19-08-2017","","1","","","1","30","30","30","Debtors - SHCO","","","","NOS","1","","30","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","19-08-2017","30","","30","30","","",""
"","203328","Shahico Services","28-12-2017","","1","","","1","354","354","354","Debtors - SHCO","","","","NOS","1","","354","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","28-12-2017","354","","354","354","","",""
"","203708","Shahico Services","29-04-2018","","1","","","1","90","90","90","Debtors - SHCO","","","","NOS","1","","90","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","29-04-2018","90","","90","90","","",""
"","204118","Shahico Services","9/6/2018","","1","","","1","0","0","0","Debtors - SHCO","","","","NOS","1","","0","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","9/6/2018","0","","0","0","","",""
"","204644","Shahico Services","4/7/2019","","1","","","1","300","300","300","Debtors - SHCO","","","","NOS","1","","300","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","4/7/2019","300","","300","300","","",""
"","201683","Shahico Services","21-06-2016","","1","","","1","357","357","357","Debtors - SHCO","","","","NOS","1","","357","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","21-06-2016","357","","357","357","","",""
"","201797","Shahico Services","27-07-2016","","1","","","1","356","356","356","Debtors - SHCO","","","","NOS","1","","356","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","27-07-2016","356","","356","356","","",""
"","201713","Shahico Services","24-05-2016","","1","","","1","30","30","30","Debtors - SHCO","","","","NOS","1","","30","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","24-05-2016","30","","30","30","","",""
"","204874","Shahico Services","26-06-2019","","1","","","1","40","40","40","Debtors - SHCO","","","","NOS","1","","40","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","26-06-2019","40","","40","40","","",""
"","204925","Shahico Services","7/11/2019","","1","","","1","80","80","80","Debtors - SHCO","","","","NOS","1","","80","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","7/11/2019","80","","80","80","","",""
"","204946","Shahico Services","18-07-2019","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","18-07-2019","5","","5","5","","",""
"","204947","Shahico Services","18-07-2019","","1","","","1","5","5","5","Debtors - SHCO","","","","NOS","1","","5","1","1","Income - SHCO","SHAHICO SERVICES - SHCO","1","","","","","","","","","","18-07-2019","5","","5","5","","",""
